name,price,Performance_1_to_10,Weight_Proxy,Battery_Proxy,processor,ram,storage,graphics_card,img
MSI Katana 15 HX B14WEK-438IN Gaming Laptop,114990,6.355371900826446,2.5950345558166052,4.0,14th Gen Intel Core i5 14450HX,16 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 5050,https://cdn1.smartprix.com/rx-iuwzHNYAD-w280-h280/msi-katana-15-hx-b14.webp
Asus Vivobook 16X K3605VC-RP492WS Laptop,77990,6.801652892561983,2.6039182047840224,4.0,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA Geforce RTX 3050,https://cdn1.smartprix.com/rx-i5Iby6j7M-w280-h280/asus-vivobook-16x-k3.webp
Acer Aspire Go 14 AG14-71M Laptop,59990,2.7355371900826446,1.7443071242296526,8.0,Intel Core Ultra 5 Series 1 125H,16 GB DDR5 RAM,512 GB  ,Intel Integrated ARC Graphics,https://cdn1.smartprix.com/rx-iRIzqGOLz-w280-h280/acer-aspire-go-14-ag.webp
HP Victus 15-fa2309TX Gaming Laptop,104990,6.355371900826446,2.760955023408603,4.0,13th Gen Intel Core i7 13620H,24 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5050,https://cdn1.smartprix.com/rx-iPxgPRHZ9-w280-h280/hp-victus-15-fa2309t.webp
Acer Aspire Lite AMD AL15-41 Laptop,44990,3.925619834710744,1.7798676599832535,8.0,7th Gen AMD Ryzen 7 7730U,16 GB DDR4 RAM,512 GB  ,AMD Graphics,https://cdn1.smartprix.com/rx-iQ1SiDPcU-w280-h280/acer-aspire-lite-amd.webp
Acer Aspire Lite AMD AL15-41 Laptop,48990,3.925619834710744,1.666089457264859,8.0,7th Gen AMD Ryzen 7 7730U,16 GB DDR4 RAM,1 TB  ,AMD Graphics,https://cdn1.smartprix.com/rx-ijJ6KoBTO-w280-h280/acer-aspire-lite-amd.webp
Asus ROG Strix G16 G615JHR-S5005WS Gaming Laptop,159990,6.355371900826446,2.7465464842263745,4.0,14th Gen Intel Core i7 14650HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5050,https://cdn1.smartprix.com/rx-icdnAAlyQ-w280-h280/asus-rog-strix-g16-2.webp
Colorful Evol P15 23-HE55D16512A-W-IND Gaming Laptop,59990,5.829752066115702,2.530574601525174,4.0,12th Gen Intel Core i5 12450H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-icr0cFt3E-w280-h280/colorful-evol-p15-23.webp
Lenovo LOQ 2024 83GS003NIN Gaming Laptop,67999,5.502479338842975,2.4794999816642216,4.0,12th Gen Intel Core i5 12450HX,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-ietbDRCeQ-w280-h280/lenovo-loq-2024-83gs.webp
Acer Aspire 3 A324-51 Laptop,30490,1.3471074380165289,1.6624266860924175,8.0,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iv0oRgUsR-w280-h280/acer-aspire-3-a324-5.webp
Lenovo LOQ 83DV007GIN Gaming Laptop,81490,7.218181818181819,2.5579520171177723,4.0,13th Gen Intel Core i5 13450HX,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-i4Ka9vnAd-w280-h280/lenovo-loq-83dv007gi.webp
Infinix GT Book GL613 Gaming Laptop,53990,5.502479338842975,2.6029798475857313,4.0,12th Gen Intel Core i5 12450H,16 GB LPDDR5X RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iTH3wkImb-w280-h280/infinix-gt-book-gl61.webp
Xiaomi Redmi G Pro 2024 Gaming Laptop,102990,7.709090909090909,2.472728770690093,4.0,14th Gen Intel Core i9 14900HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-inIfI5z9u-w280-h280/xiaomi-redmi-g-pro-2.webp
Asus TUF Gaming F15 FX506HF-HN075W Gaming Laptop,48990,4.966942148760331,2.651527365028008,4.0,11th Gen Intel Core i5 11260H,8 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iUf9FU6F7-w280-h280/asus-tuf-gaming-f15.webp
Apple MacBook Air 2022 Laptop,82990,2.884297520661157,1.3816003017075422,9.5,Apple M2,16 GB Unified Memory RAM,256 GB  ,10-Core GPU,https://cdn1.smartprix.com/rx-iD0cxZkFL-w280-h280/apple-macbook-air-20.webp
Lenovo IdeaPad Flex 5 14ABR8 82XX00G3IN Laptop,62490,3.925619834710744,1.892782322139946,8.0,5th Gen AMD Ryzen 7 5825U,16 GB LPDDR4X RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-izyhdoRzf-w280-h280/lenovo-ideapad-flex.webp
Acer Swift Neo AI SFN14-54H OLED Laptop,68990,3.7768595041322315,1.87852068120762,8.0,Intel Core Ultra 7 155U,16 GB LPDDR5 RAM,1 TB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-ifQnpZkDA-w280-h280/acer-swift-neo-ai-sf.webp
Acer Swift Neo AI SFN14-54H Laptop,65990,3.7768595041322315,1.7239476756727974,8.0,Intel Core Ultra 7 155U,16 GB LPDDR5 RAM,512 GB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-ifQnpZkDA-w280-h280/acer-swift-neo-ai-sf.webp
Samsung Galaxy Book 4 NP750XGK-LS4IN Laptop,39990,1.1487603305785123,1.8698500539267853,8.0,Intel Core 3 100U,8 GB LPDDR4x RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-ijljsGbeN-w280-h280/samsung-galaxy-book.webp
MSI Crosshair 16 HX AI D2XWFKG-068IN Gaming Laptop,147990,3.925619834710744,2.50421508080569,4.0,Intel Core Ultra 7 255HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5060,https://cdn1.smartprix.com/rx-iUheqoRlf-w280-h280/msi-crosshair-16-hx.webp
Lenovo IdeaPad Slim 3 15IAH8 83ER00KSIN Laptop,64999,4.818181818181818,1.6606491110998813,5.5,12th Gen Intel Core i5 12450H,16 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iFiRUb3r3-w280-h280/lenovo-ideapad-slim.webp
Lenovo IdeaPad Slim 3 82XM00UGIN Laptop,39990,2.7107438016528924,1.6317029711196271,8.0,5th Gen AMD Ryzen 5 5625U,16 GB DDR4 RAM,512 GB  ,AMD Radeon,https://cdn1.smartprix.com/rx-ilxx4HjCk-w280-h280/lenovo-ideapad-slim.webp
Asus ROG Strix G16 G615LM-S5128WS Gaming Laptop,189990,4.966942148760331,2.568316330954156,4.0,Intel Core Ultra 9 275HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5060,https://cdn1.smartprix.com/rx-ienToK7go-w280-h280/asus-rog-strix-g16-g.webp
Asus TUF Gaming F16 FX677VU-RL055WS Laptop,84990,2.0115702479338844,2.776779388501819,4.0,5th Gen Intel Core 5 210H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-invVzJCKT-w280-h280/asus-tuf-gaming-f16.webp
HP 15-fc1039AU Laptop,44990,2.7107438016528924,1.723634517858775,5.5,7th Gen AMD Ryzen 5 7535HS,16 GB DDR4 RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-ihbglTRPY-w280-h280/hp-15-fc1039au-lapto.webp
Lenovo LOQ ââ15IAX9E 83LK0032IN âAI Gaming Laptop,58990,4.966942148760331,2.517037398590854,4.0,12th Gen Intel Core i5 12450HX,12 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iY2G1AMYg-w280-h280/lenovo-loq-15iax9e-8.webp
Acer Swift Neo OLED AI SFN14-54H Laptop,54990,2.7355371900826446,1.649191125622534,8.0,Intel Core Ultra 5 115U,16 GB LPDDR5 RAM,512 GB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-iSEUcW2mm-w280-h280/acer-swift-neo-oled.webp
HP Victus 15-fb3118AX Gaming Laptop,82995,4.788429752066116,2.4954199057356643,4.0,7th Gen AMD Ryzen 7 7445H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iNPBM4r8G-w280-h280/hp-victus-15-fb3118a.webp
HP 15-fc0476AU Laptop,48990,3.925619834710744,1.6485474805021711,8.0,5th Gen AMD Ryzen 7 5825U,16 GB DDR4 RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-iLa7d6pz7-w280-h280/hp-15-fc0476au-lapto.webp
HP Victus 15-fb0184AXGaming Laptop,48500,2.7107438016528924,2.7289212862228798,4.0,5th Gen AMD Ryzen 5 5600H,8 GB DDR4 RAM,512 GB  ,4 GB AMD Radeon RX 6500M Graphics,https://cdn1.smartprix.com/rx-igHHLcf2l-w280-h280/hp-victus-15-fb0184a.webp
Microsoft Surface Pro 12 Laptop,67990,1.1487603305785123,1.7563424549087963,8.0,Qualcomm Snapdragon X Plus,16 GB LPDDR5x RAM,256 GB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-iDvVihY3v-w280-h280/microsoft-surface-pr.webp
HP 15-fd1255TU Laptop,68990,2.7355371900826446,1.64126999982985,8.0,Intel Core Ultra 5 Series 1 125H,16 GB DDR5 RAM,1 TB  ,Intel Integrated,https://cdn1.smartprix.com/rx-iZwZuYwLO-w280-h280/hp-15-fd1255tu-lapto.webp
Acer Aspire Lite AL15-41 UN.31ZSI.039 Laptop,42990,2.7107438016528924,1.804142802516517,8.0,7th Gen AMD Ryzen 5 7430U,16 GB DDR4 RAM,512 GB  ,AMD Graphics,https://cdn1.smartprix.com/rx-im1LSvPt2-w280-h280/acer-aspire-lite-al1.webp
Asus Expertbook P1 P1503CVA-S70501WS Laptop,34990,1.3471074380165289,1.8872855829944157,8.0,13th Gen Intel Core i3 1315U,8 GB DDR5 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iHH32TN1M-w280-h280/asus-expertbook-p1-p.webp
Motorola Motobook 60 83J70008IN Laptop,67990,1.0,1.644898217267908,5.5,Intel Core 7 240H,16 GB DDR5 RAM,512 GB  ,Intel Integrated,https://cdn1.smartprix.com/rx-iBC8fte9j-w280-h280/motorola-motobook-60.webp
Motorola Motobook 60 83J7000DIN Laptop,71990,1.0,1.7477225182932052,5.5,Intel Core 7 240H,16 GB DDR5 RAM,1 TB  ,Intel Integrated,https://cdn1.smartprix.com/rx-iBC8fte9j-w280-h280/motorola-motobook-60.webp
HP 14-gr0002TU Laptop,58450,2.884297520661157,1.860924568617002,8.0,13th Gen Intel Core i5 1335U,16 GB DDR4 RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iqLM9fIGr-w280-h280/hp-14-gr0002tu-lapto.webp
HP OmniBook X Flip 14-fm0058TU Next Gen AI PC Laptop,100099,2.884297520661157,1.7793498907981598,8.0,Intel Core Ultra 5 226V,16 GB LPDDR5x RAM,512 GB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-iA7VFFsYG-w280-h280/hp-omnibook-x-flip-1.webp
Asus TUF Gaming A15 FA507NVR-LP204WS Laptop,99990,5.279338842975207,2.5464014836244777,4.0,7th Gen AMD Ryzen 7 7435HS,16 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-i3bPOIkRa-w280-h280/asus-tuf-gaming-a15.webp
HP 255 G10 ââB69V0PT#ACJ Laptop,22413,1.0,1.6707306218266982,8.0,AMD Athlon 7120U,8 GB RAM,256 GB  ,AMD Integrated,https://cdn1.smartprix.com/rx-i7CF9lxrh-w280-h280/hp-255-g10-b69v0pt-a.webp
Lenovo Legion 5 15IRX9 83JJ0010IN Gaming Laptop,122990,7.709090909090909,2.498209165860952,4.0,13th Gen Intel Core i7 13650HX,24 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iVbjpFFDF-w280-h280/lenovo-legion-5-15ir.webp
Samsung Galaxy Book 5 360 NP750QHA-LG2IN Laptop,113199,3.925619834710744,1.6124524216947713,8.0,Intel Core Ultra 7 256V,16 GB LPDDR5X RAM,512 GB  ,Intel Arc Graphics 140V,https://cdn1.smartprix.com/rx-ipGEBPemt-w280-h280/samsung-galaxy-book.webp
Samsung Galaxy Book 5 Pro 360 np960qha-kg4in Laptop,177199,3.925619834710744,1.669089029314302,8.0,Intel Core Ultra 7 Series 2 258V,32 GB LPDDR5X RAM,1 TB  ,Intel Arc 140V GPU,https://cdn1.smartprix.com/rx-iHrHu8teD-w280-h280/samsung-galaxy-book.webp
Acer ALG âAL15G-53 15 Gaming Laptop,62990,6.890909090909091,2.799104527878299,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i9LYnr0oJ-w280-h280/acer-alg-al15g-53-15.webp
Apple MacBook Air M4 2025 15 Laptop,159990,1.4462809917355373,1.3199709544084735,9.5,Apple M4,24 GB RAM,512 GB  ,Apple 10 Core GPU,https://cdn1.smartprix.com/rx-iEZZMd8Zd-w280-h280/apple-macbook-air-m4.webp
HP Pavilion AI 14-ew1112TU Laptop,78790,2.884297520661157,1.6218202195121434,8.0,Intel Core Ultra 5 Series 1 125H,16 GB LPDDR5x RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iUKsnS2xb-w280-h280/hp-pavilion-ai-14-ew.webp
HP Victus 15-fa2703TX Gaming Laptop,62990,6.355371900826446,2.718764229317556,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iObegZIE3-w280-h280/hp-victus-15-fa2703t.webp
Asus Zenbook 14 OLED 2025 UX3405CA-PZ348WS Laptop,117990,3.7768595041322315,1.834249395456583,8.0,Intel Core Ultra 7 255H,32 GB LPDDR5X RAM,1 TB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-i9S49Ftx0-w280-h280/asus-zenbook-14-oled.webp
Asus Vivobook 16 2025 X1607CA-MB142WS Laptop,68990,2.884297520661157,1.7035459705571607,8.0,Intel Core Ultra 5 225H,16 GB DDR5 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-ioajQpl6f-w280-h280/asus-vivobook-16-202.webp
HP 255 G10 Laptop,31790,2.7107438016528924,1.6194881091278286,8.0,7th Gen AMD Ryzen 5 7520U,8 GB DDR4 RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-i4JMMyBqQ-w280-h280/hp-255-g10-laptop-am.webp
Asus Vivobook 15 X1502VA-BQ836WS Laptop,56990,6.206611570247934,1.8135912789773272,5.5,13th Gen Intel Core i5 13420H,16 GB RAM,512 GB  ,Integrated Intel iris Xe Graphics,https://cdn1.smartprix.com/rx-iG5W6tCls-w280-h280/asus-vivobook-15-x15.webp
Lenovo LOQ â15IRX9 83DV00XCIN Gaming Laptop,77490,6.890909090909091,2.4195219271434327,4.0,13th Gen Intel Core i5 13450HX,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-icMwAtRH8-w280-h280/lenovo-loq-15irx9-83.webp
HP Victus 16-wf1150TX Gaming Laptop,119990,7.709090909090909,2.5945435230834546,4.0,14th Gen Intel Core i7 14650HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iLvGcu4Gw-w280-h280/hp-victus-16-wf1150t.webp
Acer Nitro V ANV15-41 NH.QPFSI.006 Gaming Laptop,59850,3.2462809917355373,2.673313431207976,4.0,6th Gen AMD Ryzen 5 6600H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iWH9dBGbc-w280-h280/acer-nitro-v-anv15-4.webp
Acer Aspire Lite AL15-53 Laptop,31990,1.4958677685950414,1.6246629527157064,8.0,13th Gen Intel Core i3 1305U,8 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iRW2h5mtR-w280-h280/acer-aspire-lite-al1.webp
Apple MacBook Pro 14 2024 Laptop,162990,1.1487603305785123,1.2427344632854624,9.5,Apple M4,16 GB RAM,512 GB  ,10 Core GPU,https://cdn1.smartprix.com/rx-icn5wUJpZ-w280-h280/apple-macbook-pro-14.webp
HP 15-fd0489TU Laptop,34499,1.3471074380165289,1.6162714125324689,8.0,13th Gen Intel Core i3 1315U,8 GB RAM,512 GB  ,Intel Integrated,https://cdn1.smartprix.com/rx-izBBhMM4U-w280-h280/hp-15-fd0489tu-lapto.webp
Asus Vivobook S14 2025 S3407VA-LY037WS Laptop,58990,6.206611570247934,1.7469859284185116,5.5,13th Gen Intel Core i5 13420H,16 GB DDR5 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iDx4JICpD-w280-h280/asus-vivobook-s14-20.webp
Asus Expertbook P1 P1503CVA-S70501WS Laptop,32990,1.3471074380165289,1.6074759960831897,8.0,13th Gen Intel Core i3 1315U,8 GB DDR5 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iHH32TN1M-w280-h280/asus-expertbook-p1-p.webp
HP Omen 16-wf0262TX Gaming Laptop,135990,8.363636363636363,2.7219056686144603,4.0,13th Gen Intel Core i7 13700HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4070,https://cdn1.smartprix.com/rx-iWNu8bhFC-w280-h280/hp-omen-16-wf0262tx.webp
Motorola Motobook 60 83J70008IN Laptop,62990,1.0,1.6251595598799236,5.5,Intel Core 7 240H,16 GB DDR5 RAM,512 GB  ,Intel Integrated,https://cdn1.smartprix.com/rx-iBC8fte9j-w280-h280/motorola-motobook-60.webp
Lenovo IdeaPad Slim 5 13ARP10 83J2003NIN Laptop,62490,3.925619834710744,1.7590774784480947,5.5,7th Gen AMD Ryzen 7 7735HS,16 GB LPDDR5X RAM,512 GB  ,AMD Radeon 680M,https://cdn1.smartprix.com/rx-i8Ryyvfeq-w280-h280/lenovo-ideapad-slim.webp
Asus TUF Gaming A15 FA507NVR-LP204WS Laptop,94990,5.279338842975207,2.7353561479095454,4.0,7th Gen AMD Ryzen 7 7435HS,16 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-i3bPOIkRa-w280-h280/asus-tuf-gaming-a15.webp
HP 255 G10 ââB69V0PT#ACJ Laptop,22358,1.0,1.8610258716073085,8.0,AMD Athlon 7120U,8 GB RAM,256 GB  ,AMD Integrated,https://cdn1.smartprix.com/rx-i7CF9lxrh-w280-h280/hp-255-g10-b69v0pt-a.webp
Acer ALG âAL15G-53 15 Gaming Laptop,61999,6.890909090909091,2.691164520798389,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i9LYnr0oJ-w280-h280/acer-alg-al15g-53-15.webp
HP Victus 15-fa2700TX Gaming Laptop,69990,6.890909090909091,2.451807879486185,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i8VZ9gBCw-w280-h280/hp-victus-15-fa2700t.webp
Asus Vivobook 16 X1605VA-MB9946WS Laptop,70000,6.355371900826446,1.60993643072915,5.5,13th Gen Intel Core i9 13900H,16 GB DDR4 RAM,512 GB  ,Intergrated Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iyL33HuPN-w280-h280/asus-vivobook-16-x16.webp
Acer Aspire 3 A311-45 UN.354SI.006 Laptop,14990,1.0,1.6256581372258172,6.5,Intel Celeron N4500,8 GB DDR4 RAM,128 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iPPennwhJ-w280-h280/acer-aspire-3-a311-4.webp
Acer Aspire Lite AL15-53 Laptop,30087,1.4958677685950414,1.7643871797653672,8.0,13th Gen Intel Core i3 1305U,8 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iRW2h5mtR-w280-h280/acer-aspire-lite-al1.webp
Lenovo ThinkPad E14 21JRS0H200 Laptop,58000,2.7107438016528924,1.7622018613583894,8.0,7th Gen AMD Ryzen 5 7530U,16 GB DDR4 RAM,1 TB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-iBHS4DHZe-w280-h280/lenovo-thinkpad-e14.webp
MSI Thin A15 B7UC-611IN Gaming Laptop,69990,3.15702479338843,2.465575803549317,4.0,7th Gen AMD Ryzen 5 7535HS,16 GB RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-ir5iUWCAe-w280-h280/msi-thin-a15-b7uc-61.webp
Acer Aspire Lite AL15-53 Laptop,31199,1.4958677685950414,1.8852554014666556,8.0,13th Gen Intel Core i3 1305U,8 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iRW2h5mtR-w280-h280/acer-aspire-lite-al1.webp
Lenovo IdeaPad 3 14IAU7 82RJ00FUIN Laptop,32990,1.3471074380165289,1.6587489996674203,8.0,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-ibGG2lXoc-w280-h280/lenovo-ideapad-3-14i.webp
Acer Nitro V 16 ANV16-71 NH.QTNSI.002 Gaming Laptop,94990,7.218181818181819,2.4922107125910085,4.0,14th Gen Intel Core i7 14650HX,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iqqIMXcmx-w280-h280/acer-nitro-v-16-anv1.webp
Asus TUF Gaming A15 FA566NFR-HN045WS Laptop,56750,3.925619834710744,2.4720181232041356,4.0,7th Gen AMD Ryzen 7 7435HS,16 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iWUK16VIc-w280-h280/asus-tuf-gaming-a15.webp
Acer ALG âAL15G-53 Gaming Laptop,69999,6.890909090909091,2.483134649124955,4.0,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i5SlYSEzW-w280-h280/acer-alg-al15g-53-ga.webp
HP Victus 15-FA1411TX Gaming Laptop,67990,5.413223140495868,2.785518463370075,4.0,12th Gen Intel Core i7 12650H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iaVdft3V9-w280-h280/hp-victus-15-fa1411t.webp
HP Pavilion 16 AI 16-ag0019AU Laptop,55990,2.7107438016528924,1.7367309614942799,8.0,8th Gen AMD Ryzen 5 8540U,16 GB LPDDR5 RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-ieUEPbGU3-w280-h280/hp-pavilion-16-ai-16.webp
Dell 15 Vostro 3520 Laptop,32990,1.4958677685950414,1.726972755186124,8.0,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-izvT2kfdD-w280-h280/dell-15-vostro-3520.webp
Thomson Neo 15 IN-N15I312-8GR512 Laptop,23048,1.3471074380165289,1.8837521092118898,8.0,12th Gen Intel Core i3 1215U,8 GB LPDDR4 RAM,512 GB  ,Intel Integrated,https://cdn1.smartprix.com/rx-iHUCaFx5X-w280-h280/thomson-neo-15-in-n1.webp
HP 15s-fc0156AU Laptop,40990,2.7107438016528924,1.895491156472805,8.0,7th Gen AMD Ryzen 5 7520U,16 GB LPDDR5 RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-iP16UGCob-w280-h280/hp-15s-fc0156au-lapt.webp
Thomson Neo 15 IN-N15I Laptop,31608,2.7355371900826446,1.894718505374374,8.0,12th Gen Intel Core i5 1235U,16 GB LPDDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iYyMmOIZh-w280-h280/thomson-neo-15-in-n1.webp
Lenovo LOQ 15ARP9 83JC0031IN Gaming Laptop,63990,3.2462809917355373,2.5382045789158045,4.0,7th Gen AMD Ryzen 5 7235HS,12 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iFjQEx1MU-w280-h280/lenovo-loq-15arp9-83.webp
HP Victus 15-fb2114AX Gaming Laptop,84490,4.788429752066116,2.4816296547831667,4.0,8th Gen AMD Ryzen 7 8845HS,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-i7E7kmGBp-w280-h280/hp-victus-15-fb2114a.webp
Avita Liber E AM14A2INF56F Laptop,27019,2.7355371900826446,1.8969203169557267,8.0,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-ihSiea1Zs-w280-h280/avita-liber-e-am14a2.webp
Asus TUF Gaming A15 2024 FA507UV-LP136WS Gaming Laptop,115990,5.279338842975207,2.5177133804042997,4.0,8th Gen AMD Ryzen 7 8845HS,16 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iI7g7jG1u-w280-h280/asus-tuf-gaming-a15.webp
Asus TUF Gaming F15 FX507VV-LP287W Gaming Laptop,99990,7.709090909090909,2.4589255208919067,4.0,13th Gen Intel Core i7 13620H,16 GB DDR5 RAM,512 GB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-ieIs3BTFq-w280-h280/asus-tuf-gaming-f15.webp
MSI Prestige 14 AI Studio C1UDXG-030IN Laptop,104990,4.461157024793389,2.7254557206873784,4.0,Intel Core Ultra 7 155H,32 GB DDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iudDRGiwm-w280-h280/msi-prestige-14-ai-s.webp
HP Omen 16-xd0020AX Gaming Laptop,103490,5.279338842975207,2.612398440658415,4.0,7th Gen AMD Ryzen 7 7840HS,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iy6TxstVD-w280-h280/hp-omen-16-xd0020ax.webp
HP Victus 15-FA1279TX Gaming Laptop,73990,7.218181818181819,2.4467668753775587,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iqLqVUZLP-w280-h280/hp-victus-15-fa1279t.webp
Asus Chromebook CX1405CKA-S60343 Laptop,13990,1.0,1.6378373468722038,6.5,Intel Celeron N4500,4 GB RAM,128 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-i5ww8LwBs-w280-h280/asus-chromebook-cx14.webp
